id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20541307,Gorgeous loft-style apt by Kits Beach & W4th,13716547,Grace,,Kitsilano,49.26769,-123.16714,Entire home/apt,,3,13,2018-09-13,0.16,1,0,0,18-590219
20623507,Gastown Warehouse Conversion,41498749,Grady,,Downtown Eastside,49.2832,-123.10252,Entire home/apt,110,30,156,2024-03-01,1.94,2,150,5,Licence number 18-611710
20634127,Gem in the West End,11886329,Jennifer,,West End,49.284,-123.1336,Entire home/apt,,30,10,2018-08-26,0.12,1,0,0,
20642417,Queen bed Yaletown tops all neighborhoods,11423475,Gule,,Downtown,49.27636,-123.11982,Private room,100,30,26,2018-09-30,0.32,2,365,0,
20655861,1 Bedroom townhouse in the heart of Kitsilano.,136515595,Beatrice,,Kitsilano,49.26614,-123.17698,Entire home/apt,,30,0,,,1,1,0,
20697602,Close 2 Train/Restaurant - Private bathroom獨立廁所,17872558,David,,Marpole,49.21446,-123.11432,Private room,85,3,46,2023-12-07,0.57,5,72,7,23-156300
20698187,Close to mall 交通方便,17872558,David,,Marpole,49.21424,-123.11441,Private room,89,3,78,2024-01-01,0.97,5,82,8,23-156300
20698278,Close to Downtown / Restaurants 機場方便,17872558,David,,Marpole,49.2127,-123.11602,Private room,80,1,98,2024-02-29,1.21,5,75,14,23-156300
20699158,Vancouver best location 3mins walk to Skytrain 3,137398000,Li,,Oakridge,49.22845,-123.11504,Private room,,360,186,2020-03-08,2.30,2,179,0,20-160225
20726949,IDEAL HOUSE 4 rooms Vancouver. Downtown's Heart,148424292,Welton,,Downtown,49.28264,-123.11427,Entire home/apt,503,2,35,2024-03-31,0.45,6,130,7,23-143223
20730379,Location & Convenience Downtown Experience,20590498,Simone,,West End,49.27957,-123.13028,Entire home/apt,191,30,56,2023-10-31,0.69,1,75,2,
20733186,Great Location! Great View!,51149365,Mastaneh,,Downtown Eastside,49.28343,-123.10689,Entire home/apt,180,2,72,2024-04-13,0.89,1,70,29,24-105542
20747426,"Cozy room, private washroom-Vancouver downtown",148424292,Welton,,Downtown,49.28264,-123.11427,Private room,,2,56,2024-01-20,0.73,6,0,10,23-143223
20747473,Cozy room near Commercial Drive,148309400,Tamara,,Grandview-Woodland,49.26906,-123.06129,Private room,76,1,533,2024-04-26,6.62,1,7,75,24-158755
20762078,Cozy Twin Room. Vancouver Downtown Heart!,148424292,Welton,,Downtown,49.28264,-123.11427,Private room,,2,58,2024-02-18,0.72,6,0,15,23-143223
20773659,Bedroom and private Bathroom (shared Apartment),52067199,David,,Downtown,49.27929,-123.10709,Private room,112,1,531,2024-04-10,6.56,1,73,82,22-156602
20798979,Cozy Comfortable Basement Suite,149112621,Janie-Joey-Warren,,Renfrew-Collingwood,49.24188,-123.05401,Entire home/apt,82,2,380,2024-04-30,4.75,1,47,74,24-157227
20799287,Beautiful character home steps from the Drive,149114791,Pauline,,Grandview-Woodland,49.26985,-123.06766,Private room,91,1,322,2024-04-30,4.07,1,99,125,24-157759
20856734,"Charming, self contained studio suite near UBC.",44135073,Mary,,West Point Grey,49.25959,-123.18791,Entire home/apt,109,3,152,2024-04-30,2.51,1,117,55,#24-157275
20864984,Vancouver best location 3mins walk to Skytrain 2,137398000,Li,,Oakridge,49.22671,-123.11416,Private room,,360,132,2020-01-31,1.65,2,179,0,20-160225
20873976,Bright and cozy!  Private bathroom and balcony.,5516395,Amy,,Grandview-Woodland,49.27813,-123.07205,Private room,119,2,240,2024-04-29,2.98,1,9,38,24-157457
20887745,Private Spacious Guest Suite,69457929,Lida,,Arbutus Ridge,49.23973,-123.16704,Private room,,2,85,2021-10-17,1.06,1,0,0,21-156298
20900425,Cozy 3 bdrm on Commercial Drive of Vancouver,96251217,Zoey,,Grandview-Woodland,49.27568,-123.06916,Entire home/apt,,3,112,2020-03-08,1.39,1,0,0,18-549671
20913466,Spacious One Bedroom Suite,150183780,Mike,,Grandview-Woodland,49.28111,-123.05747,Entire home/apt,,30,92,2024-02-29,1.15,1,0,4,
20913864,Beautiful 1 bdr/bath w/balcony Downtown Vancouver!,150296688,Gurjind,,Downtown,49.27897,-123.12625,Entire home/apt,150,31,20,2023-08-14,0.27,1,182,2,
20980500,Fairview Townhouse w Priv Rooftop (Min 30 days),4292086,Anne,,Fairview,49.26339,-123.12186,Entire home/apt,215,30,34,2023-07-01,0.42,13,360,1,
20982614,"Stylish, Bright + View in the Heart of Mt Pleasant",25617728,Mike,,Mount Pleasant,49.26564,-123.10106,Entire home/apt,,30,14,2018-08-19,0.18,1,0,0,
20997043,Chinatown Penthouse,7151163,Tim,,Downtown Eastside,49.2792,-123.09849,Entire home/apt,,2,42,2023-05-11,0.53,1,0,1,
21011527,Welcome to our 1 bedroom private garden oasis.,57397702,Jean-Paul & Susan,,Grandview-Woodland,49.2728,-123.07355,Entire home/apt,,2,52,2019-08-25,0.65,1,0,0,19-161003
21066390,Private room and private washroom in downtown!,148424292,Welton,,Downtown,49.28264,-123.11427,Private room,,2,105,2024-04-09,1.31,6,1,14,23-143223
21100013,B1 - Stylish High Rise Condo with Skyline Views,21783759,Viviena,,Downtown,49.27609,-123.12527,Entire home/apt,150,90,17,2023-12-29,0.22,8,169,3,
21112252,Modern & Bright West Broadway & Oak 1 Bedroom Unit,139891966,Ishtar,,Fairview,49.26027,-123.1263,Entire home/apt,110,30,14,2023-04-03,0.18,30,168,0,
21137609,Unique Loft Central Location in Downtown Vancouver & Parking,9809769,West Coast Rental,,Downtown,49.27979,-123.12022,Entire home/apt,125,90,286,2023-11-17,3.57,2,244,1,21-156347
21140065,Pet Friendly! Chic Beach Ave 2 bed 2 bath & POOL!,7074827,Leanne,,Downtown,49.27524,-123.13415,Entire home/apt,170,30,58,2023-08-23,0.75,5,192,3,20-115230
21141339,Entire home in Vancouver (2000+ sq ft),44638,Arif,,Hastings-Sunrise,49.27442,-123.05392,Entire home/apt,,3,0,,,1,0,0,23-224213
21150832,SW View Downtown across from Granville Island,152613505,Stephanie,,Downtown,49.27461,-123.13082,Private room,160,90,0,,,1,365,0,
21163623,Private Cottage in Downtown Central,326082,Brian,,West End,49.2833,-123.12769,Entire home/apt,306,2,297,2024-04-16,3.78,1,335,87,Exempt
21188818,Cozy & Spacious Furnished 1 Bedroom Across VGH,139891966,Ishtar,,Fairview,49.26024,-123.12837,Entire home/apt,100,30,14,2023-08-29,0.18,30,120,1,
21215931,East Van Family Pad,58943216,Liane,,Grandview-Woodland,49.26968,-123.06175,Entire home/apt,,3,3,2018-08-27,0.04,1,0,0,18-613882
21229518,"Fantastic 3bd, 3ba in Kits. Walk to the beach!",20096609,Matt,,Kitsilano,49.26892,-123.18535,Entire home/apt,,4,16,2023-07-25,0.22,1,0,6,23-222158
21239164,"Panoramic Ocean Views, Stellar Location",24909209,Naamah,,West End,49.27713,-123.13408,Private room,,2,17,2019-11-28,0.22,2,0,0,19-163025
21250212,Characteristic Loft in Downtown w Parking,19748213,Charlie,,Downtown Eastside,49.28186,-123.10567,Entire home/apt,135,30,217,2024-01-15,2.75,2,45,22,23-156388
21264147,Sparkling Clean & Comfy Kitsilano Condo,4919585,Evn,,Kitsilano,49.26489,-123.15048,Entire home/apt,182,2,325,2024-04-28,4.17,1,126,61,24-157540
21281197,"NEW Main St suite - Deluxe Hotel Style, Local Vibe",153965000,Jeri,,Sunset,49.23138,-123.10445,Entire home/apt,,2,193,2022-06-24,2.44,1,0,0,22-155914
21298863,Riley Park Coach House in Central Vancouver,154132476,Randy,,Riley Park,49.25331,-123.11395,Entire home/apt,150,30,67,2023-10-31,0.84,1,189,5,19-119712
21344002,Modern Condo in Central Vancouver,129023355,Lana,,Riley Park,49.24988,-123.1038,Entire home/apt,,30,1,2017-11-30,0.01,1,0,0,
21356520,Private and spacious  room in upper floor,11824155,Elsa,,Renfrew-Collingwood,49.23965,-123.04831,Private room,65,2,109,2024-04-13,1.53,3,48,32,24-157581
21363777,The Sherbrooke Laneway,154407807,Patsy,,Sunset,49.2326,-123.08251,Entire home/apt,109,30,19,2024-04-30,0.25,1,108,1,
21391849,A Home Away from Home: Private Suite w/ Kitchen,2791495,Sarah & Tom,,Renfrew-Collingwood,49.23937,-123.04057,Entire home/apt,,28,111,2020-03-16,1.43,1,0,0,20-160291
21409855,Downtown/Stunning views/Great Location/Parking,70047708,Lorena,,Downtown,49.27906,-123.1088,Entire home/apt,,30,120,2021-04-24,1.55,1,212,0,21-156411
21412468,Kitsilano two bedroom suite,40061935,David,,Kitsilano,49.26718,-123.16534,Entire home/apt,147,1,355,2024-04-27,5.40,2,29,78,18-607360
21412609,Big beauty 2Br+Den w/patio+free parking near Dwtwn,129656102,Dena,,Shaughnessy,49.2466,-123.13585,Entire home/apt,235,1,67,2024-03-12,0.86,1,242,20,24-157291
21455497,✩Seaside Kitsilano ✩Walk everywhere,60656382,Ariane,,Kitsilano,49.26993,-123.16528,Entire home/apt,,30,110,2023-08-16,1.43,1,0,5,20-160220
21462888,"PNW Suite-Stanley Park, secure parking, dogs :)",7672375,Laine,,Downtown,49.2935,-123.13451,Entire home/apt,,3,99,2021-10-28,1.26,1,0,0,20-160600
21487129,Beautiful New Family home located in heart of Kits,26902566,Dean,,Kitsilano,49.26635,-123.16716,Entire home/apt,1285,4,44,2024-04-07,0.63,1,156,10,24-157279
21504385,Bachelor Suite in Strathcona,36718746,Birgit,,Downtown Eastside,49.2788,-123.07913,Entire home/apt,102,2,213,2024-04-23,2.69,2,45,71,24-158042
21527208,Spacious South Granville Modern & Bright 2 Bedroom,139891966,Ishtar,,Fairview,49.25976,-123.12793,Entire home/apt,130,30,21,2023-07-31,0.27,30,92,1,
21532511,AC* Stylish Retreat Unique & Centrally Located,225163010,Vivi,,Downtown,49.27836,-123.12485,Entire home/apt,297,3,106,2024-03-31,1.34,6,198,17,23-157257
21536629,New condo w/ private rooftop deck in Mount Plesant,1339708,Ryan,,Strathcona,49.26845,-123.09534,Entire home/apt,225,30,0,,,2,59,0,
21549963,Olympic Village Condo Steps Away from Restaurants,38987696,Neha,,Mount Pleasant,49.26831,-123.10523,Entire home/apt,132,30,65,2024-02-29,0.83,1,274,3,
21550757,Modern Chic Downtown in the heart of Vancouver,97676878,Ajay,,Downtown,49.27754,-123.11257,Entire home/apt,,90,3,2022-10-01,0.04,1,88,0,
21567998,Bright 2 Bedroom Modern Home,35671902,Connor,,Riley Park,49.24513,-123.10495,Entire home/apt,243,5,186,2024-04-28,2.37,1,31,32,24-184800
21569274,Nelson House-Room 1,66327125,Liduo,,West End,49.287,-123.13204,Private room,113,1,138,2024-04-17,1.91,8,207,25,24-157415
21577211,1 Bedroom Suite w/ private entry includes A/C.,77383974,Myriam,,Grandview-Woodland,49.28254,-123.06454,Entire home/apt,101,2,405,2024-04-30,5.19,1,252,65,24-157222
21581560,Trendy Downtown Condo with 2 Beds and Parking (E3),23977001,Emma,,Downtown,49.28212,-123.12293,Entire home/apt,165,30,25,2024-01-29,0.33,12,162,4,
21613146,Stunning Character 3-bdr Newly Reno'd Modern Home,47850142,Angie,,Kensington-Cedar Cottage,49.24185,-123.08763,Entire home/apt,200,1,4,2024-01-01,0.06,1,67,2,24-159883
21627553,Gorgeous downtown suite (+Solarium) - Ocean View,23497776,Pooya,,Downtown,49.27976,-123.11119,Entire home/apt,,30,3,2018-11-04,0.04,1,0,0,
21631987,Cozy Yaletown 1 Bedroom Condo Bright Corner Suite,81978215,Natalie,,Downtown,49.27889,-123.12168,Entire home/apt,,60,1,2021-11-01,0.03,1,0,0,
21643708,Water View 1 Bedroom - 1 Office in Downtown,60406491,Sara,,West End,49.28603,-123.12555,Entire home/apt,130,30,6,2023-08-31,0.10,1,178,2,
21699572,Sunshine Double Bed Room,72620554,Shelly,,Marpole,49.21007203813112,-123.13083703843193,Private room,52,30,0,,,3,178,0,
21701347,"3 beds-Downtown, Free Parking/Hot-tub/Pool, Condo",77194124,Ryan,,Downtown,49.28124,-123.1093,Entire home/apt,372,2,469,2024-04-22,5.97,1,15,77,24-210650
21728058,Private Main Street Vancouver Home,5941206,Sharon,,Riley Park,49.24122,-123.09628,Entire home/apt,,30,0,,,1,0,0,
21752149,"Quiet, comfy bedroom on tree-lined street",2253467,Karen,,Hastings-Sunrise,49.28724,-123.05085,Private room,,2,106,2024-04-28,1.39,1,1,25,Licence #18-560536
21813103,Family Friendly in East Vancouver,158989743,Lisa,,Kensington-Cedar Cottage,49.25503,-123.08026,Entire home/apt,,7,13,2019-09-01,0.17,1,0,0,18-574727
21817597,Private room - convenient location,49443792,Henrik,,Renfrew-Collingwood,49.23358,-123.03156,Private room,90,30,0,,,1,88,0,xxxx
21853186,4 BDRM Dunbar Jericho Beach Home - Direct to UBC,97541929,Joelly,,Dunbar Southlands,49.25518,-123.19295,Entire home/apt,595,30,10,2023-08-06,0.14,2,43,2,18-603369
21866941,$199-Heart of Kitsilano 2 bedroom character house,159019037,Evonne,,Kitsilano,49.26549,-123.15642,Entire home/apt,155,7,25,2019-08-24,0.32,3,63,0,24-216879
21879605,Modern apartment (Mount Pleasant/Olympic Village),9187,Mai,,Strathcona,49.26978,-123.09867,Entire home/apt,97,90,27,2023-10-06,0.36,2,273,2,Exempt
21908772,"Beautiful, Modern, Luxury, Comfortable Condo",64481384,Hellena,,Downtown,49.27991,-123.10717,Entire home/apt,599,2,95,2024-04-12,1.24,1,282,11,24-158018
21912838,Charming & Bright Main Floor Suite in Kits,3570271,Brie,,Kitsilano,49.2599,-123.18294,Entire home/apt,146,1,376,2024-04-28,5.14,4,203,89,24-157206
21949883,Charming Garden Oasis Steps from Commercial Drive,3424548,Rosemary,,Grandview-Woodland,49.27305,-123.06801,Entire home/apt,151,3,219,2024-04-08,2.83,1,221,32,24-157424
21984466,"Nice COZY ROOM, perfect LOCATION, nice  PEOPLE",160521621,Taha,,Kitsilano,49.26313,-123.1719,Private room,80,30,19,2024-02-24,0.27,3,149,1,
21985887,Vancouver Cozy 1 Bedroom Above-Ground Bsmt Suite,63389515,Shane,,Hastings-Sunrise,49.28731,-123.04954,Entire home/apt,,2,2,2018-03-19,0.03,1,0,0,18-646541
22032043,Vancouver Oasis,160895495,Cynthia,,Kitsilano,49.26933,-123.18303,Entire home/apt,225,3,81,2023-12-25,1.11,1,228,12,22-156419
22036501,2BDR Spacious Urban Living at Queen Elizabeth Park,42804845,Reika,,Riley Park,49.23638,-123.10714,Entire home/apt,216,1,349,2024-04-11,4.51,1,116,40,24-157477
22049481,Burrardview: Designer Suite with Free Parking,255350,Elaine,,Hastings-Sunrise,49.29204,-123.04948,Entire home/apt,101,3,194,2024-04-30,2.51,1,54,33,24-157464
22059982,*Private Modern Home in Lovely East Village*,160541961,Sammy,,Hastings-Sunrise,49.27411,-123.04884,Entire home/apt,106,2,364,2024-03-24,4.69,1,235,38,24-157547
22102093,Vancouver in Trendy Yaletown,2909734,Joe,,Downtown,49.27665,-123.11686,Entire home/apt,,30,0,,,1,250,0,
22103390,Peaceful Room For Two in Vancouver Heritage House,3150401,Heather,,Kensington-Cedar Cottage,49.25487,-123.07811,Private room,,1,23,2019-12-09,0.32,3,0,0,19-161002
22131052,Beautiful  1 bed + den + solarium with Large patio,102748816,Tanya,,Downtown,49.27833,-123.12059,Entire home/apt,200,90,1,2019-08-01,0.02,1,365,0,
22143965,Downtown Vancouver Close to Everything!!!,155191974,Heather And Ben,,Downtown,49.27991,-123.12494,Entire home/apt,238,1,301,2023-11-27,3.87,1,104,34,24-157506
22162819,Cozy Downtown Living! - Central DT!,161653416,Siang,,Downtown,49.28034,-123.12509,Entire home/apt,187,1,323,2023-11-26,4.17,1,104,39,24-157500
22228696,Private Bed & Bath in Great location,10705254,Steven,,Kerrisdale,49.22366,-123.14858,Private room,200,30,16,2022-11-29,0.27,1,179,0,
22231178,Mid Century Modern Suite Across VGH,139891966,Ishtar,,Fairview,49.26177,-123.12674,Entire home/apt,100,30,22,2024-04-07,0.30,30,118,3,
22251747,"Ocean View 2BR Condo in Coal Harbor, DT, Vancouver",162598805,Jojo,,Downtown,49.28939,-123.12581,Entire home/apt,158,90,19,2024-01-31,0.26,1,218,2,
22292913,Location!  View!  Style! Comfort!,120210774,Zvezdana,,Downtown,49.27559,-123.12718,Entire home/apt,,30,20,2019-05-04,0.27,1,0,0,
22295849,Downtown Gem: Best Location | Stunning City Views,162963658,Max,,Downtown,49.27951,-123.12739,Entire home/apt,254,3,110,2024-03-11,1.48,1,126,29,24-157621
22298691,Spacious Family Friendly 2 Bedroom,139891966,Ishtar,,Fairview,49.25985,-123.12696,Entire home/apt,135,30,15,2023-07-01,0.20,30,96,1,
22298696,Quaint & Cozy Ground Floor Unit Across VGH,139891966,Ishtar,,Fairview,49.26045,-123.12819,Entire home/apt,100,30,14,2024-03-30,0.21,30,86,2,
22310305,4 Bedroom Clean & Quiet Suite in Central Vancouver,87417832,Alex,,Hastings-Sunrise,49.29108,-123.04144,Entire home/apt,203,2,261,2024-04-21,3.39,2,56,33,24-157345
22324957,THE COCOON - CUTE COZY BOHO ROOM CLOSE TO DOWNTOWN,26230655,Willem,,Downtown Eastside,49.276791,-123.091484,Private room,,30,63,2024-03-17,0.81,2,0,4,22-158273
22326190,Cozy 1 Bedroom+Spacious Lvrm close Transit,20246084,Sarah,,Renfrew-Collingwood,49.25459,-123.04589,Entire home/apt,121,2,291,2024-04-30,3.77,1,62,60,24-157229
22340533,Amazing 1 bedroom apartment,30486628,Erin,,Mount Pleasant,49.26516,-123.09283,Entire home/apt,140,30,0,,,1,173,0,
22377264,Heart of Downtown Vancouver: 1-bedroom suite + den,163629441,Harveen,,Downtown,49.281,-123.12565,Entire home/apt,96,31,17,2023-05-01,0.23,1,44,0,
22389548,Fresh 1 Bedroom + Den Across VGH,139891966,Ishtar,,Fairview,49.26163,-123.12813,Entire home/apt,120,30,17,2023-10-21,0.22,30,159,3,
22391348,Arohanui. Serenity in the heart of the city.,162946389,Adrian,,Kensington-Cedar Cottage,49.25501,-123.0714,Entire home/apt,200,2,30,2024-04-28,0.43,1,92,9,#24-157958
22424497,3 Bdrm House Share With 1 Other $800/M inc. util.,90713576,Samuel,,Hastings-Sunrise,49.2694,-123.03996,Private room,,30,1,2018-02-28,0.01,1,0,0,
22434573,Lovely Private Bedroom in an Executive Penthouse,15538567,Milly,,Downtown,49.28104,-123.109,Private room,75,30,5,2024-03-01,0.32,3,38,2,
22434983,Vancouver Studio Apartment with a spectacular view,164329859,Samia,,West End,49.28815,-123.13616,Entire home/apt,,5,19,2018-08-29,0.25,3,0,0,18-617989
22450798,New- Best View in the City - Fully Equipped 3 BD,3780997,Kristin,,Fairview,49.26553,-123.12651,Entire home/apt,,2,2,2019-06-02,0.03,1,0,0,19-230649
22483084,Free Parkin/Projector Theatre/Entire Space Kitchen,18165744,Simba,,Downtown Eastside,49.2789,-123.08859,Entire home/apt,,2,259,2024-04-24,3.38,2,0,16,23-244609
22492982,$199-2 bedroom suite character home  in kitsilano,159019037,Evonne,,Kitsilano,49.26541,-123.15838,Entire home/apt,149,30,46,2019-08-24,0.60,3,34,0,19-162910
22505866,House On Dunbar B&B-No cleaning fees.,2558633,Joanne,,Dunbar Southlands,49.25537,-123.19077,Hotel room,209,1,35,2023-07-25,0.49,3,108,1,22-107096
22519199,Nelson House-Room 4,66327125,Liduo,,West End,49.2865,-123.13401,Private room,73,91,75,2023-12-28,1.00,8,239,3,22-156234
22551920,Nelson House-Room 3,66327125,Liduo,,West End,49.28525,-123.13404,Private room,80,91,73,2023-11-24,1.00,8,221,2,23-156521
22569894,In the ❤️of Yaletown .,88510289,Mary,,Downtown,49.27911,-123.11714,Entire home/apt,,3,0,,,1,0,0,20-160891
22573163,2 Br 2 Bath Clean&Quiet Home in Central Vancouver,87417832,Alex,,Hastings-Sunrise,49.29075,-123.04071,Entire home/apt,,2,25,2024-03-19,0.33,2,0,2,24-157345
22587726,Comfy Hawiian Vibing One Bedroom Apartment,37629287,Courtney,,Mount Pleasant,49.26578,-123.09339,Entire home/apt,,2,47,2019-10-20,0.61,1,0,0,19-163857
22618949,"Jewel of Trout Lake - quiet, close, community",161189427,Jonathan,,Kensington-Cedar Cottage,49.25133,-123.06182,Entire home/apt,,4,21,2023-08-24,0.30,1,0,2,24-157351
22631875,静中带旺家庭旅馆,166495187,Sushi,,Kensington-Cedar Cottage,49.23591,-123.07813,Entire home/apt,,2,36,2019-01-02,0.48,1,0,0,18-580983
22654289,VANCOUVER  - PRIVATE BATHROOM - 12 & Commercial,42068304,Adrian And Mary,,Kensington-Cedar Cottage,49.25852,-123.0697,Private room,,29,27,2024-01-01,0.36,2,0,6,Exempt
22659767,Comfortable & Central Across VGH,139891966,Ishtar,,Fairview,49.26182,-123.12821,Entire home/apt,141,30,19,2024-01-14,0.27,30,176,2,
22659967,Stay Quaint & Stylish In Vancouver!,139891966,Ishtar,,Fairview,49.26146,-123.12623,Entire home/apt,150,30,15,2023-07-15,0.20,30,119,1,
22660264,VANCOUVER - Private Bachelor Suite -12 & Commecial,42068304,Adrian And Mary,,Kensington-Cedar Cottage,49.2603,-123.07149,Entire home/apt,,29,33,2024-03-31,0.44,2,0,3,Exempt
22692270,Great for family get away,107846148,Bob,,Downtown,49.27268,-123.12848,Entire home/apt,176,30,37,2024-01-24,0.49,1,280,3,
22696589,Contemporary King Bed w/En Suite On The Park,2021485,Geoffrey,,Downtown Eastside,49.27759,-123.08576,Private room,110,3,129,2024-04-11,1.72,2,25,25,24-157433
22698900,Cozy and peaceful Point Grey suite on UBC doorstep,167367691,Graham And Caron,,West Point Grey,49.26226,-123.20874,Entire home/apt,139,5,148,2024-04-24,1.94,1,246,23,24-157271
22700703,New Renovated 2 Bedroom in Central of Vancouver,79337,Saligooli,,Riley Park,49.24757,-123.10317,Entire home/apt,,365,0,,,1,0,0,
22702051,2 bedrooms Awesome Prime  CORE Vancouver Downtown,11207116,Moe,,West End,49.28427,-123.12747,Entire home/apt,129,30,0,,,8,31,0,
22702511,Vancouver Downtown In the heart of the  City! 1BDR,11207116,Moe,,Downtown,49.27774,-123.12774,Entire home/apt,,30,1,2021-06-02,0.03,8,2,0,
22702574,BEST family home in Mount Pleasant,7960711,Darcy,,Mount Pleasant,49.26175,-123.08837,Entire home/apt,,2,13,2023-08-07,0.18,1,0,2,19-214453
22713698,Hastings Sunrise Heritage House,1530291,Erin,,Hastings-Sunrise,49.2839,-123.04736,Entire home/apt,,30,5,2018-08-26,0.07,1,5,0,18-607917
22718778,Bright and Clean 2 bedroom Garden Suite,21833993,Francesco,,Kensington-Cedar Cottage,49.2531,-123.08731,Entire home/apt,,4,76,2021-06-01,1.01,1,0,0,22-156257
22729409,Room with en suite & private entrance near VGH,167761489,Diana,,Fairview,49.26172,-123.13058,Private room,,2,206,2024-04-07,2.71,1,5,25,24-157250
22735501,LUXURY BDRM; OLYMPIC VLG / DOWNTOWN; NEAR TRAINS,33331559,Jayden,,Mount Pleasant,49.27265,-123.10265,Private room,,2,112,2020-03-12,1.48,1,0,0,18-551288
22817433,Ocean View  free parking Downtown YVR,168648735,Linda,,Downtown,49.27189,-123.12569,Entire home/apt,,3,44,2018-12-11,0.58,1,0,0,18-588190
22850980,Private studio in the Heart of Vancouver,3423113,Jade & Brandy,,Kensington-Cedar Cottage,49.24684,-123.08154,Entire home/apt,120,2,209,2024-04-29,2.75,1,16,41,24-157276
22851367,Peaceful Chinatown Condo,18695187,Amanda,,Downtown Eastside,49.27714,-123.09881,Entire home/apt,,10,12,2019-08-18,0.16,1,0,0,19-161584
22903375,Spacious & Comfortable 2 Bedroom Near VGH,139891966,Ishtar,,Fairview,49.26017,-123.12838,Entire home/apt,135,30,12,2024-04-30,0.16,30,97,4,
22904512,Clean Modern Suite,143411524,Jenn,,Victoria-Fraserview,49.22451,-123.0597,Entire home/apt,,1,117,2023-01-01,1.54,1,0,0,20-160505
22905570,Classic & Quiet 1 Bedroom 1 Bath Across VGH,139891966,Ishtar,,Fairview,49.26204,-123.12803,Entire home/apt,140,30,14,2024-04-21,0.19,30,183,4,
22925127,"Quiet, relaxing space in Kits Point",156345633,Jane,,Kitsilano,49.27401,-123.14656,Entire home/apt,200,3,290,2024-04-25,3.86,1,107,43,22-156330
22938316,"Downtown Core City Views - sleeps 5, w/ parking!",100803661,Chance,,Downtown,49.27899,-123.12323,Entire home/apt,136,1,399,2023-11-30,5.25,1,99,46,24-157285
22973593,East Van Character home with heart,26872236,Stephanie,,Hastings-Sunrise,49.27646,-123.04581,Entire home/apt,,7,2,2018-08-26,0.03,1,0,0,19-162112
23002913,Home away from home.,170626910,Robert,,Marpole,49.20875,-123.11862,Entire home/apt,175,2,160,2024-03-24,2.18,2,86,34,24-157220
23020307,La Casita: Stylish tiny house in Cambie Village,55306955,Marie,,South Cambie,49.25403,-123.11908,Entire home/apt,,2,41,2020-06-30,0.55,1,0,0,#19-230581
23062160,Beautiful accomodation in the heart of Vancouver,89155127,Alfonso,,Arbutus Ridge,49.24287,-123.1536,Entire home/apt,,3,3,2018-07-28,0.04,1,0,0,19-160976
23065393,The Main Floor - The Yellow House,6609569,Jude,,Mount Pleasant,49.266361236572266,-123.11125946044922,Private room,139,2,65,2024-03-31,0.87,3,293,25,18-549495
23111130,AC* Best Location Downtown Chic Suite,225163010,Vivi,,Downtown,49.27906,-123.12552,Entire home/apt,312,4,107,2023-05-02,1.41,6,169,0,22-157254
23121835,Lge beauty 2Br own patio+Free Parking Close to DT,150034915,Gan,,Shaughnessy,49.24853,-123.13645,Entire home/apt,223,1,86,2024-04-28,1.23,1,242,32,24-157291
23125839,Beautiful light townhouse in spectacular Kitsilano,158784480,Hilary,,Kitsilano,49.26965,-123.18132,Entire home/apt,,7,3,2022-08-06,0.04,1,0,0,22-156232
23125977,Downtown Condo w KING bed & FREE parking.,9908218,Diana,,Downtown,49.27962,-123.12405,Entire home/apt,276,3,227,2024-04-29,3.14,1,162,40,24-157297
23126012,"4 Bedrooms Entire House, Nearby Downtown Vancouver",171177180,Sunny,,Victoria-Fraserview,49.2316,-123.0628,Entire home/apt,307,2,160,2024-03-10,2.19,1,48,12,24-159608
23144970,Nelson House-Room 2,66327125,Liduo,,West End,49.28572,-123.13395,Private room,70,91,80,2024-04-19,1.07,8,191,6,19-162160
23161454,OCEAN FRONT Home Kitsilano,169703765,Sam,,Kitsilano,49.27446,-123.15086,Entire home/apt,969,4,87,2023-08-19,1.16,1,25,7,22-155902
23172118,Warm & Cozy 1 Bedroom + Flex Across VGH,139891966,Ishtar,,Fairview,49.26001,-123.12607,Entire home/apt,110,30,21,2024-03-31,0.28,30,90,4,
23188025,Beautiful Private room - Downtown Vancouver,148424292,Welton,,Downtown,49.28146,-123.11406,Private room,,1,8,2018-10-23,0.11,6,0,0,23-143223
23205966,Level | Studio | Luxe Amenities Downtown,2502595,Level Hotels And Furnished Suites,,Downtown,49.27433,-123.1261,Entire home/apt,240,90,6,2023-09-13,0.09,41,340,3,
23218832,"Cozy suite, private entrance+living room+bed room",172702853,Winnie,,Marpole,49.21007,-123.12755,Private room,,1,141,2020-02-24,1.87,1,0,0,20-160102
23231348,Sunset beach retreat,128542902,Emma,,West End,49.2827,-123.13875,Entire home/apt,,2,15,2019-09-29,0.21,1,0,0,19-162885
23241231,Stunning Modern & Bright. Downtown w/Balcony & Gym,171149303,Blake,,West End,49.28573,-123.12514,Entire home/apt,180,30,64,2023-10-16,0.86,2,140,3,24-157534
23274503,"Luxury 2 beds 2 baths+office Yaletown, Vancouver",46030026,Ken,,Downtown,49.27732,-123.12063,Entire home/apt,199,90,9,2020-03-31,0.12,1,244,0,
